/Users/chunhaozou/Desktop/drl/envs/cartpole_original_train_eval.py:7: DeprecationWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html
  from pkg_resources import parse_requirements
name: __main__
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Episode 1 finished with reward: {'pole_upright_reward': 470.3505255421053, 'cart_centered_reward': 468.2276739224892, 'pole_stability_reward': 382.14773635035897, 'cart_stability_reward': 434.61962858030074, 'gpt_reward': 3512.813980410121, 'gt_reward': 500.0, 'episode_length': 500.0}
Episode 2 finished with reward: {'pole_upright_reward': 160.40367388599284, 'cart_centered_reward': 126.36434596627352, 'pole_stability_reward': 153.29466429059477, 'cart_stability_reward': 104.9733544322696, 'gpt_reward': 1124.1114050699796, 'gt_reward': 205.0, 'episode_length': 205.0}
Episode 3 finished with reward: {'pole_upright_reward': 468.7600811225276, 'cart_centered_reward': 482.27960566098665, 'pole_stability_reward': 378.96318428505333, 'cart_stability_reward': 432.611568172945, 'gpt_reward': 3511.7093539445723, 'gt_reward': 500.0, 'episode_length': 500.0}
Episode 4 finished with reward: {'pole_upright_reward': 161.90525476282056, 'cart_centered_reward': 124.47994644496453, 'pole_stability_reward': 154.0313958739762, 'cart_stability_reward': 106.68397866285025, 'gpt_reward': 1131.6264598070795, 'gt_reward': 206.0, 'episode_length': 206.0}
Episode 5 finished with reward: {'pole_upright_reward': 403.36817006365817, 'cart_centered_reward': 356.28687134172554, 'pole_stability_reward': 351.72993479735516, 'cart_stability_reward': 332.18555042183004, 'gpt_reward': 2934.22235197107, 'gt_reward': 464.0, 'episode_length': 464.0}
Episode 1 finished with reward: {'pole_upright_reward': 472.6428081380628, 'cart_centered_reward': 466.79915734829865, 'pole_stability_reward': 383.0173940948011, 'cart_stability_reward': 433.3547652016295, 'gpt_reward': 3517.471900355347, 'gt_reward': 500.0, 'episode_length': 500.0}
Episode 2 finished with reward: {'pole_upright_reward': 480.1339866895574, 'cart_centered_reward': 488.2167855999323, 'pole_stability_reward': 385.6153697939149, 'cart_stability_reward': 434.6650264170359, 'gpt_reward': 3569.179538090503, 'gt_reward': 500.0, 'episode_length': 500.0}
Episode 3 finished with reward: {'pole_upright_reward': 451.72731274787037, 'cart_centered_reward': 343.3230325194719, 'pole_stability_reward': 377.8593434803609, 'cart_stability_reward': 356.4515815373064, 'gpt_reward': 3167.1268207984212, 'gt_reward': 497.0, 'episode_length': 497.0}
Episode 4 finished with reward: {'pole_upright_reward': 309.42732174893587, 'cart_centered_reward': 176.1690900012205, 'pole_stability_reward': 263.9015084286989, 'cart_stability_reward': 225.51965787971446, 'gpt_reward': 2083.2933878648537, 'gt_reward': 349.0, 'episode_length': 349.0}
Episode 5 finished with reward: {'pole_upright_reward': 245.56045469870062, 'cart_centered_reward': 158.20201261245907, 'pole_stability_reward': 213.57923577101758, 'cart_stability_reward': 164.94991754173802, 'gpt_reward': 1651.941683334073, 'gt_reward': 283.0, 'episode_length': 283.0}
Episode 1 finished with reward: {'pole_upright_reward': 482.64051260585336, 'cart_centered_reward': 445.1581038930257, 'pole_stability_reward': 373.1289604389614, 'cart_stability_reward': 432.1254922799963, 'gpt_reward': 3503.5885471485067, 'gt_reward': 500.0, 'episode_length': 500.0}
Episode 2 finished with reward: {'pole_upright_reward': 485.6371780087409, 'cart_centered_reward': 412.12353056779983, 'pole_stability_reward': 371.95076857738337, 'cart_stability_reward': 436.42811701717903, 'gpt_reward': 3485.792835783146, 'gt_reward': 500.0, 'episode_length': 500.0}
Episode 3 finished with reward: {'pole_upright_reward': 482.1942695034201, 'cart_centered_reward': 447.01115512671316, 'pole_stability_reward': 377.276998257416, 'cart_stability_reward': 423.01932388529076, 'gpt_reward': 3494.186607922386, 'gt_reward': 500.0, 'episode_length': 500.0}
Episode 4 finished with reward: {'pole_upright_reward': 136.19451353800505, 'cart_centered_reward': 102.79013173728931, 'pole_stability_reward': 131.14205485611714, 'cart_stability_reward': 75.03892139484338, 'gpt_reward': 923.7356248532258, 'gt_reward': 174.0, 'episode_length': 174.0}
Episode 5 finished with reward: {'pole_upright_reward': 154.54464021220568, 'cart_centered_reward': 128.3257483520675, 'pole_stability_reward': 148.14615795718774, 'cart_stability_reward': 96.78805808955472, 'gpt_reward': 1081.8281010821693, 'gt_reward': 196.0, 'episode_length': 196.0}
Episode 1 finished with reward: {'pole_upright_reward': 395.1735206161773, 'cart_centered_reward': 224.76800653816085, 'pole_stability_reward': 314.90801619424764, 'cart_stability_reward': 270.09783004975975, 'gpt_reward': 2580.300260874707, 'gt_reward': 419.0, 'episode_length': 419.0}
Episode 2 finished with reward: {'pole_upright_reward': 481.1991548311003, 'cart_centered_reward': 439.66279197652307, 'pole_stability_reward': 382.3354128492492, 'cart_stability_reward': 430.1988227329042, 'gpt_reward': 3508.3287276341293, 'gt_reward': 500.0, 'episode_length': 500.0}
Episode 3 finished with reward: {'pole_upright_reward': 484.72381204810875, 'cart_centered_reward': 388.6579608916546, 'pole_stability_reward': 383.7282330222066, 'cart_stability_reward': 419.54781786795763, 'gpt_reward': 3449.381498816309, 'gt_reward': 500.0, 'episode_length': 500.0}
Episode 4 finished with reward: {'pole_upright_reward': 474.85212259634613, 'cart_centered_reward': 425.73482531936145, 'pole_stability_reward': 384.5694747811559, 'cart_stability_reward': 424.5009465632286, 'gpt_reward': 3468.4320357971687, 'gt_reward': 500.0, 'episode_length': 500.0}
